06:36:36 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=False, log_dir=logs_animal_1/run3, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
06:36:37 [ultranest] [INFO] Sampling 400 live points from prior ...
06:37:19 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
06:37:19 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=3, min_num_live_points=400, cluster_num_live_points=40
06:37:19 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
06:37:30 [ultranest] [DEBUG] iteration=0, ncalls=528, regioncalls=128, ndraw=128, logz=-inf, remainder_fraction=100.0000%, Lmin=-1495226.22, Lmax=-10000.00
06:38:35 [ultranest] [DEBUG] iteration=791, ncalls=2177, regioncalls=2560, ndraw=128, logz=-155996.36, remainder_fraction=100.0000%, Lmin=-155959.72, Lmax=-10000.00
06:38:35 [ultranest] [DEBUG] iteration=800, ncalls=2177, regioncalls=2560, ndraw=128, logz=-155936.38, remainder_fraction=100.0000%, Lmin=-155927.73, Lmax=-10000.00
06:38:35 [ultranest] [DEBUG] clustering found some stray points [need_accept=False] (array([1, 2, 3]), array([395,   1,   4]))
06:38:37 [ultranest] [DEBUG] iteration=813, ncalls=2232, regioncalls=2688, ndraw=128, logz=-155828.63, remainder_fraction=100.0000%, Lmin=-155801.01, Lmax=-10000.00
06:38:38 [ultranest] [DEBUG] iteration=830, ncalls=2299, regioncalls=2816, ndraw=128, logz=-155720.65, remainder_fraction=100.0000%, Lmin=-155705.60, Lmax=-10000.00
06:38:38 [ultranest] [DEBUG] iteration=840, ncalls=2299, regioncalls=2816, ndraw=128, logz=-155584.01, remainder_fraction=100.0000%, Lmin=-155567.46, Lmax=-10000.00
06:38:39 [ultranest] [DEBUG] iteration=854, ncalls=2357, regioncalls=2944, ndraw=128, logz=-155460.40, remainder_fraction=100.0000%, Lmin=-155443.67, Lmax=-10000.00
06:38:41 [ultranest] [DEBUG] iteration=869, ncalls=2421, regioncalls=3072, ndraw=128, logz=-155325.98, remainder_fraction=100.0000%, Lmin=-155296.40, Lmax=-10000.00
06:38:41 [ultranest] [DEBUG] iteration=880, ncalls=2421, regioncalls=3072, ndraw=128, logz=-155193.26, remainder_fraction=100.0000%, Lmin=-155161.95, Lmax=-10000.00
06:38:42 [ultranest] [DEBUG] iteration=888, ncalls=2481, regioncalls=3200, ndraw=128, logz=-155118.43, remainder_fraction=100.0000%, Lmin=-155110.02, Lmax=-10000.00
06:38:42 [ultranest] [DEBUG] clustering found some stray points [need_accept=False] (array([1, 2, 3]), array([395,   1,   4]))
06:38:44 [ultranest] [DEBUG] iteration=905, ncalls=2545, regioncalls=3328, ndraw=128, logz=-155002.38, remainder_fraction=100.0000%, Lmin=-154982.52, Lmax=-10000.00
06:38:44 [ultranest] [DEBUG] iteration=920, ncalls=2545, regioncalls=3328, ndraw=128, logz=-154889.65, remainder_fraction=100.0000%, Lmin=-154872.24, Lmax=-10000.00
06:38:45 [ultranest] [DEBUG] iteration=926, ncalls=2597, regioncalls=3456, ndraw=128, logz=-154826.75, remainder_fraction=100.0000%, Lmin=-154814.54, Lmax=-10000.00
06:38:46 [ultranest] [DEBUG] iteration=931, ncalls=2656, regioncalls=3584, ndraw=128, logz=-154799.65, remainder_fraction=100.0000%, Lmin=-154786.00, Lmax=-10000.00
06:38:47 [ultranest] [DEBUG] iteration=950, ncalls=2707, regioncalls=3712, ndraw=128, logz=-154664.83, remainder_fraction=100.0000%, Lmin=-154652.12, Lmax=-10000.00
06:38:48 [ultranest] [DEBUG] iteration=958, ncalls=2761, regioncalls=3840, ndraw=128, logz=-154613.00, remainder_fraction=100.0000%, Lmin=-154596.93, Lmax=-10000.00
06:38:48 [ultranest] [DEBUG] iteration=960, ncalls=2761, regioncalls=3840, ndraw=128, logz=-154602.93, remainder_fraction=100.0000%, Lmin=-154590.48, Lmax=-10000.00
06:38:49 [ultranest] [DEBUG] iteration=969, ncalls=2813, regioncalls=3968, ndraw=128, logz=-154562.52, remainder_fraction=100.0000%, Lmin=-154550.73, Lmax=-10000.00
06:38:51 [ultranest] [DEBUG] iteration=980, ncalls=2869, regioncalls=4096, ndraw=128, logz=-154474.17, remainder_fraction=100.0000%, Lmin=-154465.19, Lmax=-10000.00
06:38:51 [ultranest] [DEBUG] clustering found some stray points [need_accept=False] (array([1, 2, 3]), array([395,   1,   4]))
06:38:52 [ultranest] [DEBUG] iteration=990, ncalls=2923, regioncalls=4224, ndraw=128, logz=-154417.25, remainder_fraction=100.0000%, Lmin=-154408.00, Lmax=-10000.00
06:38:53 [ultranest] [DEBUG] iteration=999, ncalls=2975, regioncalls=4352, ndraw=128, logz=-154379.00, remainder_fraction=100.0000%, Lmin=-154366.61, Lmax=-10000.00
06:38:53 [ultranest] [DEBUG] iteration=1000, ncalls=2975, regioncalls=4352, ndraw=128, logz=-154375.08, remainder_fraction=100.0000%, Lmin=-154357.17, Lmax=-10000.00
06:38:54 [ultranest] [DEBUG] iteration=1009, ncalls=3026, regioncalls=4480, ndraw=128, logz=-154343.34, remainder_fraction=100.0000%, Lmin=-154327.78, Lmax=-10000.00
06:38:55 [ultranest] [DEBUG] iteration=1018, ncalls=3070, regioncalls=4608, ndraw=128, logz=-154310.78, remainder_fraction=100.0000%, Lmin=-154299.99, Lmax=-10000.00
06:38:56 [ultranest] [DEBUG] iteration=1029, ncalls=3130, regioncalls=4736, ndraw=128, logz=-154241.79, remainder_fraction=100.0000%, Lmin=-154232.27, Lmax=-10000.00
06:38:58 [ultranest] [DEBUG] iteration=1037, ncalls=3185, regioncalls=4864, ndraw=128, logz=-154184.35, remainder_fraction=100.0000%, Lmin=-154170.35, Lmax=-10000.00
06:38:58 [ultranest] [DEBUG] iteration=1040, ncalls=3185, regioncalls=4864, ndraw=128, logz=-154174.72, remainder_fraction=100.0000%, Lmin=-154149.11, Lmax=-10000.00
06:38:59 [ultranest] [DEBUG] iteration=1051, ncalls=3239, regioncalls=4992, ndraw=128, logz=-154098.30, remainder_fraction=100.0000%, Lmin=-154080.41, Lmax=-10000.00
06:39:00 [ultranest] [DEBUG] iteration=1064, ncalls=3293, regioncalls=5120, ndraw=128, logz=-154010.76, remainder_fraction=100.0000%, Lmin=-154000.46, Lmax=-10000.00
06:39:01 [ultranest] [DEBUG] iteration=1075, ncalls=3341, regioncalls=5248, ndraw=128, logz=-153903.44, remainder_fraction=100.0000%, Lmin=-153892.69, Lmax=-10000.00
06:39:01 [ultranest] [DEBUG] clustering found some stray points [need_accept=False] (array([1, 2, 3]), array([395,   1,   4]))
06:39:01 [ultranest] [DEBUG] iteration=1080, ncalls=3341, regioncalls=5248, ndraw=128, logz=-153886.20, remainder_fraction=100.0000%, Lmin=-153876.01, Lmax=-10000.00
06:39:02 [ultranest] [DEBUG] iteration=1082, ncalls=3391, regioncalls=5376, ndraw=128, logz=-153878.69, remainder_fraction=100.0000%, Lmin=-153855.27, Lmax=-10000.00
06:39:03 [ultranest] [DEBUG] iteration=1092, ncalls=3434, regioncalls=5504, ndraw=128, logz=-153833.34, remainder_fraction=100.0000%, Lmin=-153824.20, Lmax=-10000.00
06:39:04 [ultranest] [DEBUG] iteration=1097, ncalls=3495, regioncalls=5632, ndraw=128, logz=-153804.11, remainder_fraction=100.0000%, Lmin=-153787.22, Lmax=-10000.00
06:39:05 [ultranest] [DEBUG] iteration=1109, ncalls=3550, regioncalls=5760, ndraw=128, logz=-153748.84, remainder_fraction=100.0000%, Lmin=-153739.74, Lmax=-10000.00
06:39:05 [ultranest] [DEBUG] iteration=1120, ncalls=3550, regioncalls=5760, ndraw=128, logz=-153706.93, remainder_fraction=100.0000%, Lmin=-153696.50, Lmax=-10000.00
06:39:07 [ultranest] [DEBUG] iteration=1121, ncalls=3604, regioncalls=5888, ndraw=128, logz=-153705.11, remainder_fraction=100.0000%, Lmin=-153691.27, Lmax=-10000.00
06:39:07 [ultranest] [DEBUG] iteration=1131, ncalls=3653, regioncalls=6016, ndraw=128, logz=-153643.18, remainder_fraction=100.0000%, Lmin=-153630.06, Lmax=-10000.00
06:39:08 [ultranest] [DEBUG] iteration=1137, ncalls=3708, regioncalls=6144, ndraw=128, logz=-153613.55, remainder_fraction=100.0000%, Lmin=-153599.25, Lmax=-10000.00
06:39:09 [ultranest] [DEBUG] iteration=1151, ncalls=3753, regioncalls=6272, ndraw=128, logz=-153549.30, remainder_fraction=100.0000%, Lmin=-153536.82, Lmax=-10000.00
06:39:10 [ultranest] [DEBUG] iteration=1159, ncalls=3801, regioncalls=6400, ndraw=128, logz=-153527.57, remainder_fraction=100.0000%, Lmin=-153518.34, Lmax=-10000.00
06:39:10 [ultranest] [DEBUG] iteration=1160, ncalls=3801, regioncalls=6400, ndraw=128, logz=-153526.69, remainder_fraction=100.0000%, Lmin=-153513.68, Lmax=-10000.00
06:39:11 [ultranest] [DEBUG] iteration=1165, ncalls=3851, regioncalls=6528, ndraw=128, logz=-153506.36, remainder_fraction=100.0000%, Lmin=-153495.87, Lmax=-10000.00
06:39:11 [ultranest] [DEBUG] clustering found some stray points [need_accept=False] (array([1, 2, 3]), array([395,   1,   4]))
06:39:12 [ultranest] [DEBUG] iteration=1175, ncalls=3896, regioncalls=6656, ndraw=128, logz=-153469.58, remainder_fraction=100.0000%, Lmin=-153457.82, Lmax=-10000.00
06:39:13 [ultranest] [DEBUG] iteration=1185, ncalls=3940, regioncalls=6784, ndraw=128, logz=-153389.73, remainder_fraction=100.0000%, Lmin=-153380.51, Lmax=-10000.00
06:39:14 [ultranest] [DEBUG] iteration=1191, ncalls=3994, regioncalls=6912, ndraw=128, logz=-153374.79, remainder_fraction=100.0000%, Lmin=-153361.03, Lmax=-10000.00
06:39:15 [ultranest] [DEBUG] iteration=1200, ncalls=4043, regioncalls=7040, ndraw=128, logz=-153332.63, remainder_fraction=100.0000%, Lmin=-153315.48, Lmax=-10000.00
06:39:16 [ultranest] [DEBUG] iteration=1208, ncalls=4082, regioncalls=7168, ndraw=128, logz=-153281.60, remainder_fraction=100.0000%, Lmin=-153266.87, Lmax=-10000.00
06:39:17 [ultranest] [DEBUG] iteration=1211, ncalls=4146, regioncalls=7296, ndraw=128, logz=-153263.73, remainder_fraction=100.0000%, Lmin=-153251.37, Lmax=-10000.00
06:39:18 [ultranest] [DEBUG] iteration=1222, ncalls=4201, regioncalls=7424, ndraw=128, logz=-153232.71, remainder_fraction=100.0000%, Lmin=-153221.96, Lmax=-10000.00
06:39:19 [ultranest] [DEBUG] iteration=1225, ncalls=4245, regioncalls=7552, ndraw=128, logz=-153224.31, remainder_fraction=100.0000%, Lmin=-153213.11, Lmax=-10000.00
06:39:21 [ultranest] [DEBUG] iteration=1228, ncalls=4301, regioncalls=7680, ndraw=128, logz=-153216.33, remainder_fraction=100.0000%, Lmin=-153206.61, Lmax=-10000.00
06:39:22 [ultranest] [DEBUG] iteration=1236, ncalls=4343, regioncalls=7808, ndraw=128, logz=-153192.30, remainder_fraction=100.0000%, Lmin=-153181.06, Lmax=-10000.00
06:39:23 [ultranest] [DEBUG] iteration=1239, ncalls=4394, regioncalls=7936, ndraw=128, logz=-153183.28, remainder_fraction=100.0000%, Lmin=-153169.78, Lmax=-10000.00
06:39:23 [ultranest] [DEBUG] iteration=1240, ncalls=4394, regioncalls=7936, ndraw=128, logz=-153178.86, remainder_fraction=100.0000%, Lmin=-153168.10, Lmax=-10000.00
06:39:24 [ultranest] [DEBUG] iteration=1241, ncalls=4443, regioncalls=8064, ndraw=128, logz=-153177.02, remainder_fraction=100.0000%, Lmin=-153166.72, Lmax=-10000.00
06:39:25 [ultranest] [DEBUG] iteration=1247, ncalls=4495, regioncalls=8192, ndraw=128, logz=-153164.55, remainder_fraction=100.0000%, Lmin=-153151.32, Lmax=-10000.00
06:39:26 [ultranest] [DEBUG] iteration=1253, ncalls=4544, regioncalls=8320, ndraw=128, logz=-153149.12, remainder_fraction=100.0000%, Lmin=-153135.73, Lmax=-10000.00
06:39:26 [ultranest] [DEBUG] clustering found some stray points [need_accept=False] (array([1, 2, 3]), array([395,   1,   4]))
06:39:27 [ultranest] [DEBUG] iteration=1262, ncalls=4597, regioncalls=8448, ndraw=128, logz=-153119.11, remainder_fraction=100.0000%, Lmin=-153106.82, Lmax=-10000.00
06:39:28 [ultranest] [DEBUG] iteration=1272, ncalls=4646, regioncalls=8576, ndraw=128, logz=-153067.24, remainder_fraction=100.0000%, Lmin=-153055.24, Lmax=-10000.00
06:39:29 [ultranest] [DEBUG] iteration=1275, ncalls=4702, regioncalls=8704, ndraw=128, logz=-153058.96, remainder_fraction=100.0000%, Lmin=-153048.97, Lmax=-10000.00
06:39:30 [ultranest] [DEBUG] iteration=1280, ncalls=4757, regioncalls=8832, ndraw=128, logz=-153032.07, remainder_fraction=100.0000%, Lmin=-153020.58, Lmax=-10000.00
06:39:31 [ultranest] [DEBUG] iteration=1290, ncalls=4800, regioncalls=8960, ndraw=128, logz=-153009.22, remainder_fraction=100.0000%, Lmin=-152995.21, Lmax=-10000.00
06:39:32 [ultranest] [DEBUG] iteration=1297, ncalls=4844, regioncalls=9088, ndraw=128, logz=-152992.67, remainder_fraction=100.0000%, Lmin=-152978.04, Lmax=-10000.00
06:39:33 [ultranest] [DEBUG] iteration=1300, ncalls=4896, regioncalls=9216, ndraw=128, logz=-152983.25, remainder_fraction=100.0000%, Lmin=-152964.16, Lmax=-10000.00
06:39:34 [ultranest] [DEBUG] iteration=1302, ncalls=4938, regioncalls=9344, ndraw=128, logz=-152970.87, remainder_fraction=100.0000%, Lmin=-152956.57, Lmax=-10000.00
06:39:34 [ultranest] [DEBUG] iteration=1305, ncalls=4977, regioncalls=9472, ndraw=128, logz=-152961.18, remainder_fraction=100.0000%, Lmin=-152950.07, Lmax=-10000.00
06:39:35 [ultranest] [DEBUG] iteration=1311, ncalls=5021, regioncalls=9600, ndraw=128, logz=-152939.79, remainder_fraction=100.0000%, Lmin=-152925.58, Lmax=-10000.00
06:39:36 [ultranest] [DEBUG] iteration=1315, ncalls=5074, regioncalls=9728, ndraw=128, logz=-152903.23, remainder_fraction=100.0000%, Lmin=-152889.76, Lmax=-10000.00
06:39:36 [ultranest] [DEBUG] iteration=1320, ncalls=5074, regioncalls=9728, ndraw=128, logz=-152880.60, remainder_fraction=100.0000%, Lmin=-152868.98, Lmax=-10000.00
06:39:37 [ultranest] [DEBUG] iteration=1322, ncalls=5128, regioncalls=9856, ndraw=128, logz=-152875.49, remainder_fraction=100.0000%, Lmin=-152865.42, Lmax=-10000.00
06:39:38 [ultranest] [DEBUG] iteration=1327, ncalls=5179, regioncalls=9984, ndraw=128, logz=-152853.20, remainder_fraction=100.0000%, Lmin=-152836.50, Lmax=-10000.00
06:39:39 [ultranest] [DEBUG] iteration=1331, ncalls=5229, regioncalls=10112, ndraw=128, logz=-152840.22, remainder_fraction=100.0000%, Lmin=-152815.67, Lmax=-10000.00
06:39:40 [ultranest] [DEBUG] iteration=1341, ncalls=5268, regioncalls=10240, ndraw=128, logz=-152792.67, remainder_fraction=100.0000%, Lmin=-152781.37, Lmax=-10000.00
06:39:41 [ultranest] [DEBUG] iteration=1343, ncalls=5320, regioncalls=10368, ndraw=128, logz=-152788.94, remainder_fraction=100.0000%, Lmin=-152779.47, Lmax=-10000.00
06:39:42 [ultranest] [DEBUG] iteration=1347, ncalls=5380, regioncalls=10496, ndraw=128, logz=-152772.72, remainder_fraction=100.0000%, Lmin=-152749.14, Lmax=-10000.00
06:39:42 [ultranest] [DEBUG] clustering found some stray points [need_accept=False] (array([1, 2, 3]), array([395,   1,   4]))
06:39:43 [ultranest] [DEBUG] iteration=1354, ncalls=5436, regioncalls=10624, ndraw=128, logz=-152744.19, remainder_fraction=100.0000%, Lmin=-152726.67, Lmax=-10000.00
06:39:44 [ultranest] [DEBUG] iteration=1356, ncalls=5488, regioncalls=10752, ndraw=128, logz=-152735.03, remainder_fraction=100.0000%, Lmin=-152724.84, Lmax=-10000.00
06:39:44 [ultranest] [DEBUG] iteration=1360, ncalls=5488, regioncalls=10752, ndraw=128, logz=-152726.67, remainder_fraction=100.0000%, Lmin=-152713.83, Lmax=-10000.00
06:39:45 [ultranest] [DEBUG] iteration=1362, ncalls=5543, regioncalls=10880, ndraw=128, logz=-152721.72, remainder_fraction=100.0000%, Lmin=-152708.51, Lmax=-10000.00
06:39:46 [ultranest] [DEBUG] iteration=1366, ncalls=5577, regioncalls=11008, ndraw=128, logz=-152711.69, remainder_fraction=100.0000%, Lmin=-152700.82, Lmax=-10000.00
06:39:46 [ultranest] [DEBUG] iteration=1370, ncalls=5615, regioncalls=11136, ndraw=128, logz=-152705.99, remainder_fraction=100.0000%, Lmin=-152691.42, Lmax=-10000.00
06:39:47 [ultranest] [DEBUG] iteration=1373, ncalls=5666, regioncalls=11264, ndraw=128, logz=-152696.57, remainder_fraction=100.0000%, Lmin=-152685.58, Lmax=-10000.00
06:39:48 [ultranest] [DEBUG] iteration=1377, ncalls=5712, regioncalls=11392, ndraw=128, logz=-152680.13, remainder_fraction=100.0000%, Lmin=-152665.80, Lmax=-10000.00
06:39:49 [ultranest] [DEBUG] iteration=1378, ncalls=5752, regioncalls=11520, ndraw=128, logz=-152675.23, remainder_fraction=100.0000%, Lmin=-152665.55, Lmax=-10000.00
06:39:50 [ultranest] [DEBUG] iteration=1380, ncalls=5799, regioncalls=11648, ndraw=128, logz=-152673.02, remainder_fraction=100.0000%, Lmin=-152662.07, Lmax=-10000.00
06:39:50 [ultranest] [DEBUG] iteration=1385, ncalls=5847, regioncalls=11776, ndraw=128, logz=-152667.63, remainder_fraction=100.0000%, Lmin=-152658.51, Lmax=-10000.00
06:39:51 [ultranest] [DEBUG] iteration=1391, ncalls=5889, regioncalls=11904, ndraw=128, logz=-152656.08, remainder_fraction=100.0000%, Lmin=-152646.59, Lmax=-10000.00
06:39:52 [ultranest] [DEBUG] iteration=1394, ncalls=5928, regioncalls=12032, ndraw=128, logz=-152652.85, remainder_fraction=100.0000%, Lmin=-152642.14, Lmax=-10000.00
06:39:53 [ultranest] [DEBUG] iteration=1397, ncalls=5972, regioncalls=12160, ndraw=128, logz=-152648.94, remainder_fraction=100.0000%, Lmin=-152638.22, Lmax=-10000.00
06:39:53 [ultranest] [DEBUG] iteration=1400, ncalls=5972, regioncalls=12160, ndraw=128, logz=-152642.17, remainder_fraction=100.0000%, Lmin=-152631.37, Lmax=-10000.00
06:39:54 [ultranest] [DEBUG] iteration=1401, ncalls=6015, regioncalls=12288, ndraw=128, logz=-152640.62, remainder_fraction=100.0000%, Lmin=-152628.77, Lmax=-10000.00
06:39:55 [ultranest] [DEBUG] iteration=1405, ncalls=6060, regioncalls=12416, ndraw=128, logz=-152629.70, remainder_fraction=100.0000%, Lmin=-152619.28, Lmax=-10000.00
06:39:55 [ultranest] [DEBUG] iteration=1407, ncalls=6107, regioncalls=12544, ndraw=128, logz=-152624.94, remainder_fraction=100.0000%, Lmin=-152612.67, Lmax=-10000.00
